,age,policy_number,policy_csl,insured_zip,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,fraud_reported,policy_bind_year,policy_bind_month,policy_bind_day,policy_bind_dow,incident_year,incident_month,incident_day,incident_dow,policy_state_IN,policy_state_OH,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_YES,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,auto_model_92x,auto_model_93,auto_model_95,auto_model_A3,auto_model_A5,auto_model_Accord,auto_model_C300,auto_model_CRV,auto_model_Camry,auto_model_Civic,auto_model_Corolla,auto_model_E400,auto_model_Escape,auto_model_F150,auto_model_Forrestor,auto_model_Fusion,auto_model_Grand Cherokee,auto_model_Highlander,auto_model_Impreza,auto_model_Jetta,auto_model_Legacy,auto_model_M5,auto_model_MDX,auto_model_ML350,auto_model_Malibu,auto_model_Maxima,auto_model_Neon,auto_model_Passat,auto_model_Pathfinder,auto_model_RAM,auto_model_RSX,auto_model_Silverado,auto_model_TL,auto_model_Tahoe,auto_model_Ultima,auto_model_Wrangler,auto_model_X5,auto_model_X6,premium_per_vehicle,total_claim_amount_per_vehicle,age_group_19-25,age_group_26-35,age_group_36-45,age_group_46-55,age_group_56-65,age_group_65+,months_as_customer^2,months_as_customer policy_deductable,months_as_customer policy_annual_premium,months_as_customer umbrella_limit,months_as_customer capital-gains,months_as_customer capital-loss,months_as_customer total_claim_amount,months_as_customer injury_claim,months_as_customer property_claim,months_as_customer vehicle_claim,months_as_customer days_between_policy_and_incident,policy_deductable^2,policy_deductable policy_annual_premium,policy_deductable umbrella_limit,policy_deductable capital-gains,policy_deductable capital-loss,policy_deductable total_claim_amount,policy_deductable injury_claim,policy_deductable property_claim,policy_deductable vehicle_claim,policy_deductable days_between_policy_and_incident,policy_annual_premium^2,policy_annual_premium umbrella_limit,policy_annual_premium capital-gains,policy_annual_premium capital-loss,policy_annual_premium total_claim_amount,policy_annual_premium injury_claim,policy_annual_premium property_claim,policy_annual_premium vehicle_claim,policy_annual_premium days_between_policy_and_incident,umbrella_limit^2,umbrella_limit capital-gains,umbrella_limit capital-loss,umbrella_limit total_claim_amount,umbrella_limit injury_claim,umbrella_limit property_claim,umbrella_limit vehicle_claim,umbrella_limit days_between_policy_and_incident,capital-gains^2,capital-gains capital-loss,capital-gains total_claim_amount,capital-gains injury_claim,capital-gains property_claim,capital-gains vehicle_claim,capital-gains days_between_policy_and_incident,capital-loss^2,capital-loss total_claim_amount,capital-loss injury_claim,capital-loss property_claim,capital-loss vehicle_claim,capital-loss days_between_policy_and_incident,total_claim_amount^2,total_claim_amount injury_claim,total_claim_amount property_claim,total_claim_amount vehicle_claim,total_claim_amount days_between_policy_and_incident,injury_claim^2,injury_claim property_claim,injury_claim vehicle_claim,injury_claim days_between_policy_and_incident,property_claim^2,property_claim vehicle_claim,property_claim days_between_policy_and_incident,vehicle_claim^2,vehicle_claim days_between_policy_and_incident,days_between_policy_and_incident^2
951,37.0,125591,1500,450947,7082 Oak Ridge,21,1,0,3,2000,N,2013,8,8,3,2015,1,16,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.253512844628017,10.96302978336854,0,0,1,0,0,0,34969.0,187000.0,1356.4069019454391,935000000.0,11238700.0,0.0,2050.086569489917,1619.532322430951,1619.532322430951,2008.3595356036662,98362.0,1000000.0,7253.512844628017,5000000000.0,60100000.0,0.0,10963.02978336854,8660.600654710966,8660.600654710966,10739.890564725489,526000.0,52.613448587183626,36267564.22314008,435936.1219621438,0.0,79.52047734970321,62.81977809113981,62.81977809113981,77.90193416113559,3815.347756274337,25000000000000.0,300500000000.0,0.0,54815148.9168427,43303003.27355483,43303003.27355483,53699452.82362744,2630000000.0,3612010000.0,0.0,658878.0899804493,520502.0993481291,520502.0993481291,645467.4229400018,31612600.0,0.0,0.0,0.0,0.0,0.0,0.0,120.18802203102567,94.9464229194574,94.9464229194574,117.74174013120431,5766.553666051852,75.00600370038003,75.00600370038003,93.0139032563857,4555.4759443779685,75.00600370038003,93.0139032563857,4555.4759443779685,115.34524934227957,5649.182437045607,276676.0
952,46.0,227244,1500,473370,6357 Texas Lane,22,3,0,2,2014,N,1996,11,30,5,2015,1,30,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379093107422653,3.80074283787051,0,0,0,1,0,0,63504.0,504000.0,1798.5943892115258,0.0,0.0,0.0,2873.3615854301056,2421.8522737013864,2421.8522737013864,2771.1857856738975,1672020.0,4000000.0,14274.558644535919,0.0,0.0,0.0,22804.45702722306,19221.049791280846,19221.049791280846,21993.53798153887,13270000.0,50.94075612407378,0.0,0.0,0.0,81.3808897979737,68.59300061379582,68.59300061379582,78.48701192957618,47355.84830324791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.01081507661578,109.58140099584469,109.58140099584469,125.38767294415032,75653.7861878125,92.36218876972434,92.36218876972434,105.68472215739624,63765.832682574204,92.36218876972434,105.68472215739624,63765.832682574204,120.9289282363482,72963.5622537552,44023225.0
953,43.0,791425,750,463153,9322 Rock Hwy,3,1,1,0,2012,N,1997,6,18,2,2015,2,26,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.369310823437845,8.438366410870266,0,0,1,0,0,0,52441.0,458000.0,1687.5721785672665,0.0,9755400.0,-10167600.0,1932.385908089291,1383.7629189132654,1542.2214901338052,1859.4785865490492,1479798.0,4000000.0,14738.621646875688,0.0,85200000.0,-88800000.0,16876.732821740534,12085.265667364762,13469.183319945896,16239.987655450212,12924000.0,54.306742012438164,0.0,313932.6410784522,-327197.4005606403,62.18494492376061,44.53003954331646,49.62929921127289,59.83875840090311,47620.486541055354,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1814760000.0,-1891440000.0,359474.40910307335,257416.15871486944,286893.6047148476,345911.7370610895,275281200.0,1971360000.0,-374663.4686426398,-268292.8978154977,-299015.8697027989,-360527.7259509947,-286912800.0,71.20602768410353,50.98994993696722,56.82895205444275,68.51948317234941,54528.72374704366,36.51341156269636,40.69466468599607,49.066141312709995,39047.49337125555,45.35472482657719,54.68484271122931,43518.931306745195,65.9342997622938,52471.40011475963,41757444.0
954,39.0,354455,750,612546,6684 Solo Lane,16,1,0,3,2004,N,2007,4,19,3,2015,1,27,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.256353695401191,10.71843192346452,0,0,1,0,0,0,60516.0,246000.0,1785.063009068693,0.0,0.0,-9003600.0,2636.734253172272,2096.2605614245376,2096.2605614245376,2574.912459457852,698640.0,1000000.0,7256.353695401191,0.0,0.0,-36600000.0,10718.431923464519,8521.384396034704,8521.384396034704,10467.123818934358,2840000.0,52.65466895276251,0.0,0.0,-265582.54525168356,77.77673309673786,61.834179152100475,61.834179152100475,75.95315260374615,20608.044494939382,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1339560000.0,-392294.6083988014,-311882.6688948702,-311882.6688948702,-383096.7317729975,-103944000.0,114.88478289794332,91.33587854257081,91.33587854257081,112.19115408772187,30440.346662639236,72.61399202498376,72.61399202498376,89.19438558203042,24200.731684738563,72.61399202498376,89.19438558203042,24200.731684738563,109.56068104090298,29726.631645773574,8065600.0
955,38.0,601042,750,442919,4885 Oak Lane,14,1,0,0,2013,N,2007,9,19,2,2015,1,28,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.128520003129227,10.716659698193956,0,0,1,0,0,0,36100.0,95000.0,1354.418800594553,0.0,11761000.0,-9500000.0,2036.1653426568516,1730.3889896147614,1598.7120861075953,1968.398908771443,510720.0,250000.0,3564.2600015646135,0.0,30950000.0,-25000000.0,5358.329849096978,4553.65523582832,4207.137068704198,5179.997128345903,1344000.0,50.81579743501351,0.0,441255.3881936991,-356426.0001564613,76.39392302530443,64.92164487191262,59.981321500328676,73.85142629113145,19161.461768411362,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3831610000.0,-3095000000.0,663361.2353182059,563742.518195546,520843.56910557975,641283.6444892228,166387200.0,2500000000.0,-535832.9849096978,-455365.52358283196,-420713.70687041985,-517999.7128345903,-134400000.0,114.84679508689457,97.59994709054249,90.17291253792027,111.02453292420992,28806.381268745354,82.94310402714667,76.63140696300913,94.35168418027192,24480.450547813045,70.80000925945981,87.17183173778139,22617.56888135377,107.3294809986872,27847.664561987574,7225344.0
956,32.0,433663,1500,449352,7846 Andromedia Drive,21,3,0,3,2003,N,1996,12,21,5,2015,2,23,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.404501059081848,3.776177922303891,0,1,0,0,0,0,9025.0,190000.0,685.2828018383267,0.0,6441000.0,-4617000.0,1076.2107078566091,914.2647795857035,914.2647795857035,1033.2727738772933,630610.0,4000000.0,14427.00635449109,0.0,135600000.0,-97200000.0,22657.06753382335,19247.679570225337,19247.679570225337,21753.11102899565,13276000.0,52.03462808813157,0.0,489075.51541724795,-350576.2544141335,81.7184143211508,69.42159886721231,69.42159886721231,78.45806776131761,47883.234090555925,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4596840000.0,-3295080000.0,768074.5893966114,652496.337430639,652496.337430639,737430.4638829525,450056400.0,2361960000.0,-550566.7410719073,-467718.61355647567,-467718.61355647567,-528600.5980045942,-322606800.0,128.335677308058,109.02399397299685,109.02399397299685,123.21542641367797,75198.80714475969,92.61829220951745,92.61829220951745,104.67422768541074,63883.048493577895,92.61829220951745,104.67422768541074,63883.048493577895,118.29945985995302,72198.57550523656,44063044.0
957,42.0,471938,400,470104,3915 Embaracadero St,19,1,2,1,1995,N,2008,2,3,6,2015,1,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.236123336705335,11.363624672072257,0,0,1,0,0,0,42025.0,410000.0,1483.4052840245936,820000000.0,0.0,0.0,2329.5430577748125,1980.080409015619,1980.080409015619,2236.8874674575095,520905.0,4000000.0,14472.24667341067,8000000000.0,0.0,0.0,22727.249344144515,19317.85764893287,19317.85764893287,21823.292365439116,5082000.0,52.36148094401155,28944493.346821338,0.0,0.0,82.22858967914257,69.89320027429739,69.89320027429739,78.95801758464867,18386.989398568257,16000000000000.0,0.0,0.0,45454498.68828903,38635715.29786573,38635715.29786573,43646584.730878234,10164000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.13196568772932,109.76044189549665,109.76044189549665,123.99585177487504,28874.970291735604,93.29490603610853,93.29490603610853,105.39481383664908,24543.33814296921,93.29490603610853,105.39481383664908,24543.33814296921,119.0640224168583,27726.492950290398,6456681.0
958,25.0,564654,400,459889,4242 Rock Lane,13,3,1,3,1995,N,2003,7,16,2,2015,2,15,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.3042940380913115,3.5929923743354504,1,0,0,0,0,0,1681.0,41000.0,283.4281666852313,0.0,1451400.0,0.0,441.9380620432604,375.9545240866026,347.5397598497686,427.3147554039404,173512.0,1000000.0,6912.882114273934,0.0,35400000.0,0.0,10778.97712300635,9169.622538697624,8476.579508530942,10422.311107413181,4232000.0,47.78793912584846,0.0,244716.02684529725,0.0,74.51379816379851,63.388519642405946,58.59759487474447,72.04820804383513,29255.31710760729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253160000.0,0.0,381575.79015442485,324604.6378698959,300070.9146019953,368949.8132024266,149812800.0,0.0,0.0,0.0,0.0,0.0,0.0,116.18634781829428,98.8391515712251,91.36885660379943,112.34185299566167,45616.63118456288,84.08197750219145,77.72703451248775,95.56865883585449,38805.842583768346,71.85240016444665,88.345548764633,35872.88448010294,108.62456881970817,44107.220606572584,17909824.0
959,35.0,645723,1500,478868,7405 Oak St,21,1,0,0,2008,N,1991,5,5,6,2015,2,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0103750422069595,8.101980731853192,0,1,0,0,0,0,18769.0,68500.0,960.4213807823535,0.0,0.0,-6206100.0,1109.9713602638874,876.6075060313234,876.6075060313234,1048.073112015765,1188612.0,250000.0,3505.18752110348,0.0,0.0,-22650000.0,4050.990365926596,3199.2974672676037,3199.2974672676037,3825.0843504225004,4338000.0,49.14535823239823,0.0,0.0,-317569.98941197526,56.797923515025296,44.85655023425749,44.85655023425749,53.63055172907663,60822.01386618758,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2052090000.0,-367019.7271529496,-289856.3505344449,-289856.3505344449,-346552.64214827854,-393022800.0,65.6420917793204,51.84129287053769,51.84129287053769,61.981519409672565,70292.7848295583,40.942017136259615,40.942017136259615,48.95033069756661,55514.20965202746,40.942017136259615,48.95033069756661,55514.20965202746,58.525081151388484,66372.86364853123,75272976.0
960,34.0,573572,400,463307,9633 4th St,11,3,1,2,2005,N,1991,6,16,6,2015,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422033608894997,3.6514422199108516,0,1,0,0,0,0,37636.0,97000.0,1409.6235603768882,0.0,13153200.0,0.0,2125.1393719881157,1812.9219826979831,1678.4683854880946,2055.9458863795985,1670534.0,250000.0,3633.050413342495,0.0,33900000.0,0.0,5477.163329866277,4672.4793368504725,4325.949447134264,5298.82960407113,4305500.0,52.7962212235523,0.0,492641.63604924234,0.0,79.59524199806015,67.9014119443155,62.86556970803951,77.00366033320829,62568.39421858445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4596840000.0,0.0,742703.3475298672,633588.198076924,586598.7450314063,718521.2943120453,583825800.0,0.0,0.0,0.0,0.0,0.0,0.0,119.99727256812739,102.36772993342123,94.77572671479635,116.09022079451296,94327.70686695703,87.3282526131785,80.85163761597829,99.0346873380557,80469.43913923884,74.85535447664499,91.68987598476072,74501.5013785463,112.31038069192245,91256.44344131301,74149321.0
961,35.0,437960,750,453620,3492 Britain St,16,1,2,0,2012,N,2001,4,3,1,2015,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.980996446998246,8.934718614016768,0,1,0,0,0,0,16384.0,128000.0,893.5675452157755,0.0,0.0,-6246400.0,1143.6439825941463,925.5120836363894,836.8818974422618,1102.8882281323577,642816.0,1000000.0,6980.996446998246,0.0,0.0,-48800000.0,8934.718614016769,7230.563153409293,6538.13982376767,8616.314282284044,5022000.0,48.73431139300213,0.0,0.0,-340672.6266135144,62.37323889938015,50.476535683746704,45.64273087969984,60.15045939084515,35058.56415682519,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2381440000.0,-436014.2683640183,-352851.4818863735,-319061.2233998623,-420476.1369754614,-245073600.0,79.82919671165772,64.60304719658978,58.416439584461315,76.98434360214178,44870.15687959221,52.28104351544013,47.27443290157244,62.30080456767724,36311.88815642147,42.747272355136744,56.334667543099464,32834.53819496124,74.240871811092,43271.13032563047,25220484.0
962,37.0,649800,1500,466238,7973 4th St,9,1,0,2,2013,N,2014,3,16,6,2015,1,27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.915723448631314,11.290793901423621,0,0,1,0,0,0,22500.0,150000.0,1037.358517294697,0.0,4560000.0,-13410000.0,1693.619085213543,1412.8590603937002,1412.8590603937002,1638.4612006828722,47550.0,1000000.0,6915.723448631315,0.0,30400000.0,-89400000.0,11290.793901423622,9419.060402624667,9419.060402624667,10923.074671219147,317000.0,47.827230817948994,0.0,210237.99283839195,-618265.6763076395,78.08400813773878,65.13961689050612,65.13961689050612,75.54096363490105,2192.2843332161265,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,924160000.0,-2717760000.0,343240.1346032781,286339.4362397899,286339.4362397899,332061.47000506206,9636800.0,7992360000.0,-1009396.9747872717,-842063.9999946454,-842063.9999946454,-976522.8756069918,-28339800.0,127.48202692442483,106.34866975109531,106.34866975109531,123.33018488259597,3579.181666751288,88.71869886829197,88.71869886829197,102.88510011059273,2985.8421476320195,88.71869886829197,102.88510011059273,2985.8421476320195,119.31356027302928,3462.6146707764697,100489.0
963,30.0,544225,400,607697,3952 Andromedia Lane,8,1,0,0,2006,N,2010,8,3,1,2015,2,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.960205403983056,8.476579508530941,0,1,0,0,0,0,10816.0,52000.0,723.8613620142378,0.0,0.0,-7290400.0,881.5642688872178,714.2693385329104,642.2901960909992,844.479358083411,171704.0,250000.0,3480.102701991528,0.0,0.0,-35050000.0,4238.289754265471,3433.9872044851463,3087.9336350528806,4059.996913862553,825500.0,48.44445926563494,0.0,0.0,-487910.3988192122,58.99873450256909,47.80251259573237,42.9853047476722,56.51682492004134,11491.299121976026,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4914010000.0,-594208.223548019,-481445.0060688175,-432928.29563441384,-569211.5673235299,-115735100.0,71.85240016444665,58.216931140192486,52.35022994918542,68.82977328949235,13994.832768584583,47.16907248227084,42.415698364283585,55.76790980981276,11339.025749209954,38.14133653796359,50.148004114108275,10196.35686294461,65.9342997622938,13406.109809574149,2725801.0
964,37.0,390256,1500,477631,6702 Andromedia St,7,1,2,1,2008,Y,2009,11,25,2,2015,2,6,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.091184555361486,8.268988209506656,0,0,1,0,0,0,26569.0,163000.0,1155.8630825239222,652000000.0,0.0,-5933200.0,1347.8450781495849,972.8993322776146,1085.673749423869,1289.724968800214,309537.0,1000000.0,7091.184555361486,4000000000.0,0.0,-36400000.0,8268.988209506655,5968.707559985366,6660.575149839686,7912.423121473706,1899000.0,50.28489839819727,28364738.221445944,0.0,-258119.1178151581,58.636921479719824,42.32520686483757,47.2313676323677,56.108452634479455,13466.15947063146,16000000000000.0,0.0,-145600000000.0,33075952.838026624,23874830.239941463,26642300.599358745,31649692.48589482,7596000000.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1324960000.0,-300991.17082604225,-217260.9551834673,-242444.93545416457,-288012.20162164286,-69123600.0,68.37616600896008,49.35517243951223,55.076217382557395,65.42773350009392,15702.808609853138,35.62546993662646,39.75502525069879,47.22693970294311,11334.57565641221,44.363261326661956,52.701288817904725,12648.432209545565,62.606439653231696,15025.691507678566,3606201.0
965,26.0,488597,400,443625,5455 Oak Hwy,12,1,0,0,1995,N,2001,5,8,1,2015,1,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.203405521083095,11.412010608265987,0,1,0,0,0,0,6400.0,80000.0,576.2724416866477,0.0,5168000.0,0.0,912.960848661279,728.7620053389894,728.7620053389894,895.109585792327,399040.0,1000000.0,7203.405521083095,0.0,64600000.0,0.0,11412.010608265988,9109.525066737368,9109.525066737368,11188.869822404089,4988000.0,51.889051101170416,0.0,465339.99666196795,0.0,82.20534022224206,65.6196031601808,65.6196031601808,80.59796665338564,35930.58673916248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173160000.0,0.0,737215.8852939828,588475.3193112339,588475.3193112339,722800.9905273041,322224800.0,0.0,0.0,0.0,0.0,0.0,0.0,130.23398612317544,103.95799669787176,103.95799669787176,127.68750110778262,56923.108914030745,82.98344694151643,82.98344694151643,101.92529011565132,45438.31103288599,82.98344694151643,101.92529011565132,45438.31103288599,125.19080790270489,55810.08267415159,24880144.0
